QID,Brand,Model,Question,Dialogue
Q753,比亚迪,比亚迪F3,请问我车颠一下的时候，有咚咚的声音，像是避震坏了的声音，但是避震没坏。会是哪里坏了。求指教。,技师说：你好，建议你检查一下平衡杆胶套|车主说：是跟避震连一起的那个吗？竖着装的那个，不怎么粗的。|技师说：不是，是在元宝粱上面那个铁杆带有弯的|技师说：[图片]|车主说：那应该是橡胶老化了吧。那东西，我车开这么久都没动过的。|技师说：[图片]|技师说：我认为换完就能好|车主说：应该不贵吧|车主说：非常感谢。还上图。真の感谢
Q754,吉利汽车,帝豪,我是17款帝豪1.5cvt昨天刚首保加了163换的hx7sm型号半合成机油，这个机油行吗？怎么感觉油耗高了？但是动力确实好了，原来起步加油没反应，低速顿挫都没有了,技师说：壳牌蓝桶，半合成机油。这个不错的，价格在250左右，|车主说：X7油有5w30的吗|车主说：如果有多少钱呢|车主说：下次保养换30的|技师说：这和合成机油是四季的，基本都这个型号，除非你有特殊要求，蓝桶机油价格都在250以上，有的280都是正常价位|车主说：这种机油可以四季常用吗|车主说：有必要换30的吗|技师说：对四级通用，合成不像矿物油，要求多，合成的四级都可以，而且质量也不错，|车主说：4s这种油二保要380又不让自带怎么办呢，又不想脱保|车主说：首保交了163才换的这油|车主说：我朋友在别的4s首保才加79，差距怎么这么大呢|技师说：这个4s差异挺大的，而且费用肯定不一样，不想脱保也只能4s保养，这个没办法，强制性的|车主说：这样看来只有换4s 了对吗
Q755,大众,速腾,问下这两个故障码是哪里的问题，年前节气门总成换了,技师说：节气门换了吗，线路插头检测没有，还有油门踏板插头线路是否li'ance4|车主说：换了|技师说：不一定节气门问题，但是也有可能是配件质量有问题，现在需要检查线路方面是否正常|技师说：现在是不是加不了油|车主说：嗯|技师说：数据读了没有，油门踏板数据，和节气门数据|车主说：会自动熄火|车主说：没读|车主说：等下读下|技师说：怠速不稳吧|技师说：看下有没有漏气的地方|车主说：没有漏气|技师说：动力方面也不好吧|技师说：凸轮轴位置传感器检测没有，还有线路问题|技师说：正时都没有问题吧？|车主说：还在检查|车主说：正时没问题|技师说：嗯，那行，先查着，有什么问题随时联系|车主说：嗯|车主说：数据流读不了|技师说：什么意思？|技师说：读不出来还是进入不了系统|车主说：进不了|车主说：读了一个数据都没|车主说：[图片]|车主说：现在就这个故障码消除不了|技师说：这个是油门踏板电路故障，可以读数据的|车主说：启动读吗|车主说：[图片]|车主说：要通道好|车主说：号|车主说：能告诉下吗|技师说：从1-255|技师说：属于8看下|车主说：[图片]|车主说：都是不支持|技师说：从通道1开始|车主说：哦
Q756,海马,海马M3,我想换2个前轮胎，车辆的备胎是同尺寸的，我可否再买个新轮胎，连同备胎一起换到前轮，拆下的旧胎当备胎用，车子是13年的，谢谢,技师说：您好，这样不行，备胎即使是全尺寸的，但是质量要差很多，不能作为常用轮胎使用，只能做临时备胎短时间使用。|车主说：谢谢|技师说：不客气，为安全考虑，建议您更换新胎做前轮轮胎。
Q757,起亚,起亚K5,师傅你好。我的车最近踩刹车的时候有叽嘎叽嘎的声音。像是底盘发出来的！能帮我解决吗？多谢,技师说：你好多少公里了？|技师说：建议更换刹车片，紧固下托臂螺栓，检查下球头是否松矿
Q758,奔驰,奔驰E级,奔驰E260L雨刷喷水小，检查里面有树叶和塑料袋，通可以解决问题吗？如果换一个发动机水泵需要多少钱？,技师说：这个通一下试试吧|技师说：建议不要加水  加点好的玻璃水
Q759,日产,楼兰,各位大师，我想咨询  爱温  无水冷却液  有没有必要加？我兄弟的起亚智跑已加，价格为3280，大师们给点意见，谢谢。,技师说：你好，朋友！ 其实没必要添加！|车主说：哦！么店主说用后，水箱里不会有锈蚀水说！|技师说：那店主以后还用补充吗！|车主说：不补了说。|技师说：我建议您，没必要更换，因为平时多检查防冻液的缺少！不会产生高温！正常使用即可！
Q760,哈弗,哈弗H6,大师你好，帮我看一下，这是漏油吗？谢谢。,技师说：你好 请问是带t的？|车主说：嗯啊，涡轮增压的。|技师说：这个没啥问题保养时让技师检查清洗一下即可|技师说：希望我的回答能帮到您  祝您用车愉快
Q761,福特,翼虎,今天车子开着左前轮异响，车子停下来就不响，打方向盘和车子一动就出现很明显的异响声，怎么回事呢？各位大大们,技师说：你这个问题有可能是你在行驶当中有泥沙跑到刹车盘中间去了。|车主说：怎么处理呢？|技师说：你这个车子开了多久呢？如果时间不长的话，那个刹车片应该是没什么问题的，如果时间长的话也有可能是刹车片的问题。|技师说：建议你开到修理厂去拿拖顶顶起来检查一下。|技师说：因为这个要把轮胎拆下来，才能看到中间有没有泥沙的。|车主说：不到4万公里|车主说：好的，谢谢了|技师说：那么刹车片应该是没什么问题的，那应该就是有泥沙到刹车盘中间去了。
Q762,大众,速腾,新款速腾制动液警报灯亮不是制动油问题也不是传感器问题，只要把传感器拔了就好了，插上去就滴滴滴响，而且仪表显示请检查制动液，请问是哪里出问题了？,技师说：你好 这种情况需要把制动液更换掉另外就是传感器本身问题|技师说：刹车油的判断标准就是看含水量的多少  含水量超过3%就要求更换  不然影响制动效果|技师说：但含水量比较高也会形成导电现象 造成报警灯亮  是需要检查的位置
Q763,比亚迪,比亚迪F3,各位大师比亚迪F3的隔音问题能怎么处理吗？,技师说：可以加装隔音材料，会感觉声音小点
Q764,大众,帕萨特,帕萨特b5，凉车难启动，热车无故障，打车10来次才能打着，打着之后给油就灭火，怠速一段时间油门才正常，刚启动怠速正常，开一会儿就转速900了，这是咋回事？,技师说：你好 按你描述现象 需要检查供油方面 油压高或低会造成这种情况
Q765,马自达,阿特兹,车子昨天不小心亏电了，接别人电瓶打着后，怠速踩油门2000转1个小时，早上起来就一直这样，一键启动按了后就这样，不知道什么情况，，求大神解答下，该如何解决，新手很着急。。,技师说：图片上你没着车呀。|车主说：就是着不了，一键启动就是这样，只通电。。|技师说：另外夹个电瓶能着车的话，就是电瓶电量不够呀。|车主说：好的，我试试。。|车主说：谢谢|技师说：不客气
Q766,大众,帕萨特,这样的怎么就能使用空调了,技师说：auto按一下就行了，或者风扇那个键上下按就开了|技师说：绿的，红的调温度|车主说：不管用|技师说：是不显示吗，保险没烧就这个东西坏了|车主说：能吹暖风不能吹凉风了，压缩机也工作管子也凉就是风口出热风|技师说：开关按的时候，温度显示变吗，变的话就是风门电机问题了，电机拆下来看转不转，不转电机坏了，转的话就风门坏了 风门坏了要折仪表台，换壳子总成，老大众仪表台不好拆，有些东西一拆就散了，还不原 要慢慢拆，壳子老化，大众都是这样|车主说：显示|技师说：电机和风门有一个问题
Q767,现代,伊兰特三厢,老款伊兰特空调泵多少钱？,技师说：原厂的1200左右，副厂的一般是650左右|车主说：副厂的有几种？|技师说：副厂的有很多品牌的|车主说：哦，比较好的650？|技师说：对的，法雷奥和德科的都比较好|车主说：哦，谢谢|技师说：不客气还有什么地方不明白吗|车主说：没了|技师说：希望我的回答您能满意
Q768,大众,速腾,大众速腾挂挡发冲，打滑，电脑检测是电磁阀什么原因,技师说：检查变速箱，阀体损坏的可能性较大！这可以到专修变速箱的地方，这个故障码还是非常常见的，维修起来不难
Q769,现代,途胜,我的车是干式双离合变速箱，在刹车减速的时候偶尔会听到嗝哒嗝哒的落挡声，这正常吗？每天几乎可以听到一两回，尤其早上。开一段时间就没有了,技师说：这个是正常的|技师说：双离合的变速箱内部结构是齿轮的，只不过是把离合与挂挡改成电脑控制的。
Q770,本田,奥德赛,07奥德赛，新换机油在城里开，偶尔跑高速1000公里机油量几乎没变化，但后边跑一半高速，一半爬坡路，跑了1000公里机油直接到底，请问这到底是哪里问题，现发现曲轴渗油但不滴，用的10W40机油，要说烧机油可前1000公里为何没变化，年检尾气也一次通过,技师说：您好，这种情况建议你停在平坦的路面上，然后着车五分钟后熄火，等待九十秒以后观察机油标尸液位是否正常，如在中上线表示正常。建议把曲前油封更换后，机油加至正常液面，然后再观察机油是否缺的严重情况，谢谢|技师说：你好，今后有什么问题，可以点击我头像加关注，方便以后咨询与解答???
Q771,大众,桑塔纳,发电机不发电是怎么回事谢谢,技师说：发电机坏了
Q772,长城,风骏5,起亚K4胎压灯如何消除,技师说：气压冲足够后，匀速40码跑10分钟左右就可以了，自动消除
Q773,宝马,宝马X5,1.宝马E70 N52B30 侧漏，三年内送4S店修两回了，现在又漏了，如何解决？（附件图片） 2.冷车启动后，D档踩停后，松开刹车，车会自己往前闯动一下，行驶一段时间问题消除 3.雨后右后门蓄水，一开门哗啦啦一摊水，怀疑排水管子堵了，如何疏通？,技师说：你好！第一个问题如果的确还存在，建议重新更换打胶密封。第二个问题，变速器油更换过没有，只有冷车最明显吗？第三的个问题漏水，这个具体位置是什么地方漏知道吗？这种情况下建议你去维修店用水淋看具体什么地方漏进来的，再给维修方案不要盲目维修，有疑问可以追问我
Q774,宝马,宝马X5,档位显示错位是什么情况,技师说：您好。档位错位一般是变速箱上面的档位开关或者变速箱电脑故障。
Q775,五菱汽车,五菱之光,怎么判断刹车片该换了？,技师说：判断刹车片是否需要更换有以下几种方法，一是外观检查刹车片不得低于8mm，二听声音一般刹车片过薄后刹车会吱吱响，
Q776,宝马,宝马X3,水温表老显示也找不到漏水的地方   有可能是那得问题？,技师说：你好！如果的确每次都缺水导致报警，这个很好检查，维修建议你去维修店用压力表检查，是否存在，泄漏，多等待一会儿保压。多少公里了
Q777,大众,宝来,各位师傅，大众的EA111发动机适合用什么机油？,技师说：嘉实多极护5W-40的
Q778,大众,朗逸,请问这个故障灯是什么意思？还能继续开吗？,技师说：胎压不足，或者扎钉漏气
Q779,别克,凯越,66000公里 近光灯突然不亮了,技师说：你好，可能是风扇烧了
Q780,大众,朗逸,朗逸  出现这个问题  是怎么回事,技师说：你好，图片中那个小扳手是保养灯，提醒车辆需要做保养了
Q781,斯巴鲁,森林人,机油在什么状态下检测准确，超过上限刻度2-3毫米有没关系？有什么影响,技师说：你好，机油在发动机热车熄火后灯两分钟拔出机油尺检查的机油量才准确
Q782,奥迪,奥迪A4L,奥迪A4 6万公里要保养什么,技师说：你好！出了正常保养外还需要检查下轮胎，制动片，和变速箱油
Q783,奔腾,奔腾X80,各位师傅，我不小心前面撞了石头，现在有粉红色液体流出，不知道是啥情况？,技师说：车主你好，水箱被撞坏漏水了，需要更换，很高兴为你解答，希望能帮到你！|车主说：请问这样对发动机和变速箱有没有大的影响
Q784,大众,凌渡,加油时打开油箱盖，一股气体往外冲，这是怎么回事？,技师说：你好，这是因为油箱上透气孔堵了，这个透气孔一般和碳罐装一起，所以检查碳罐有没有堵，或失效
Q785,大众,迈腾,09款2.0TSG13万公里多，处理油封漏油时，打开正时盖子，看到里面一切后想把正时保养保养，可修理师傅说以前没搞过，怕越搞越麻烦，只有放弃。,技师说：你好！看你的涨紧器是新款的，只要平时不缺机油就不需要处理维修|车主说：我不懂，您确定这是改进的吗？|车主说：因为这是台二手车，所以很多都不知道。|技师说：看图上的是改进的|技师说：老款的是锁片的不一样的|车主说：铁盖装上后，着车试车，链条处声音比较明显，然后突然感觉要咽熄火似的。?我赶紧把它熄火了。|技师说：第一张图片里有个齿轮，那个齿轮没有动吧|车主说：没有。链条没有动，他们只是手摸了摸，|车主说：没有卸里面的东西。|技师说：仔细看那个齿轮是有一个齿不一样的和外面的皮带轮是合在一起的|技师说：不能装错了|车主说：他们在卸，看看怎么回事，着车后感觉哪里有很大的摩擦声音，然后发动机走着走着突然有点想要咽熄火，|技师说：要看好了那个齿的位置一定不能移动，移动了以后你的正时就不对了，还有就是我刚才和你说的，在齿上面那个齿槽有一个是不一样的和外面的皮带轮上的一个齿是正好合在一起的，|车主说：我估计是时间错了。他们在研究，他问服务站师傅了。|车主说：千万别把我气门顶了啊?|技师说：你说的是正时吧！|车主说：是的，|车主说：正时即使时间错了，也不会把气门顶了吧？|技师说：正时错了以后，要看错几个齿错的多了肯定会顶的|技师说：个人建议你还是到4s店去维修吧！或者叫他们请个师傅过来看一下肯定是在装配的过程中一些小细节没有发现，比如说我说的那个齿上面的不同点，还有就是那个齿到底有没有移动过，因为那个齿就靠一个螺丝紧固的，那个螺丝一松等于就是放在上面的一不小心就会移动位置|车主说：是的，他们等服务站的师傅过来搞，|技师说：等他们过来看看吧！|技师说：希望只是位置错了，气门没有顶|车主说：出现了要咽熄火的征兆啊，|技师说：还是等检查以后再看吧！|技师说：我没有看到车也不好判断
Q786,奔腾,奔腾B30,车在高速行驶的时候，然后减速的时候方向盘发抖。正常吗？,技师说：你好！正常踩刹车方向盘抖动是刹车盘不平导致，请问现在多少公里了|车主说：我一共都没跑上7000km了，现在是6438km。|技师说：这个你最好到4s店叫师傅们去检查下试个车|车主说：我这车那个钥匙门儿偶尔的时候他还发热呀。|车主说：嗯，不是总热，就是偶尔跑个长豆的时候他就热了。|技师说：是点火钥匙的地方么|技师说：正常的，那里有线圈和发射器工作时间久了会有热量传递的|车主说：对事点火钥匙的地方|车主说：o那个不是很热，就是钥匙就温乎了。|技师说：是的正常的|车主说：知道了谢谢阿|技师说：不客气
Q787,奔驰,奔驰M级,停放的时间长了，启动车会有异响声音特别大，响几秒就好了,技师说：你好，这种问题是由于车子机油道里的机油没有了，造成刚启动的时候润滑不好发出来的声音。
Q788,路虎,揽胜,空调不能启动怎么维修求解,技师说：你好，空调不工作，涉及问题多。|技师说：先检查氟的多少，
Q789,众泰,众泰T200,众泰打方向，助力泵响有什么解决问题,技师说：你好，车子跑了有多少公里？从什么时候开始响的
Q790,现代,伊兰特,燃油宝要经常添加吗，有效果吗，什么牌子好，,技师说：你好，杂牌的燃油宝不建议添加，要加就加原厂的燃油宝，每五千公里加一回，平时注意加标号高的燃油就可以，95号油以上，谢谢|车主说：谢谢啦|技师说：朋友，客气了，???|技师说：你好，今后有什么问题，可以点击我头像加关注，方便以后咨询，谢谢???
Q791,现代,瑞纳,今天左前轮被一个螺丝钉咋了内补一个补丁，当时没做，现在需要做动平衡吗？还有有必要把后轮的轮胎前后互换一下吗？谢谢,技师说：你好！最好做下动平衡，前后轮胎对调你要先看下后轮磨损度，前后磨损差不多可以对调，要是相差太大就没有必要了|车主说：才9600多公里，磨损的应该不厉害|技师说：那就对换下，做个动平衡|车主说：谢谢|技师说：不客气
Q792,丰田,RAV4荣放,请问新款荣方.自动启停系统怎样关闭，按钮在车哪个位置？,技师说：[图片]|技师说：看见那个OFF就是了|车主说：新款的不是这样的|技师说：启停找到这个就是了，什么车都是这个标志|车主说：谢了|技师说：没事
Q793,大众,迈腾,大众迈腾平衡轴齿轮咋对,技师说：你好！对两个点中间就可以了|技师说：[图片]|技师说：还在吗？|技师说：[图片]|技师说：这个标准的|技师说：有疑问可以追问我
Q794,起亚,福瑞迪,10年的起亚！正时链条怎么对！已经全部拆开！全部从新对过！有图最好！,技师说：[图片]|技师说：[图片]|技师说：[图片]|技师说：[图片]|技师说：你好，能看懂吗？有问题随时问我|车主说：就是这个车没有刚压怎么回事|技师说：检查正时，正时没有对好
Q795,大众,速腾,为什么嘉实多天猫旗舰店机油都赶上那些保养店的价格了，磁护要五百，人家店里才五百呢,技师说：你好 网上的东西是零售  价格是要贵的|技师说：我这里磁护是450|技师说：是嘉实多指定供应地点  油是保障真   你哪个看价格应该是真的 但不好保障|技师说：建议还是在实体店购买比较好 有保障|车主说：汽配城磁护5-40半合成才270是真的吗|技师说：270四升装|车主说：对|技师说：270进价都进不来|车主说：这个汽配城在我们这里比较有名呢|车主说：还挺大的|技师说：可以看机油瓶盖的  上面是激光大的字  比较工整   假的就不信|技师说：270在我们这里 拿货价都拿不来  个人不看好这个  一般价格在400左右   我这是修理厂 卖给车主 所以价格要相对偏高|车主说：好的|车主说：谢谢|技师说：不客气
Q796,本田,雅阁,七带半，导航不显示，，按导航如下图,技师说：导航卡数据丢失|车主说：换了一个别人车的导航卡就这样了。。|车主说：[图片]|车主说：把原来的导航卡插回去就是第一个图那样|技师说：左上角有个小孔拿针桶一下看看nen|技师说：能不能复位
Q797,哈飞,民意,各位大师好   我的哈飞民意面包车机器新换的  节气门总成新换的   油泵新换的   曲轴传感器新换的   还是跑着跑着就加不上油   有时还灭火   早起来凉车挺正常的  这个问题我咨询可好多次了    有哪位大师告诉我怎么解决这让人头晕的难题,技师说：检查一下水温感应塞及其线束。|车主说：水温传感器换新的  也不行|技师说：最后再考虑电脑板|车主说：电脑板？
Q798,大众,朗逸,车子没劲，电脑显示燃油质量有缺陷，未达到下线,技师说：你好！建议清洗积碳更换燃油|车主说：都搞过了不行|技师说：都是怎么处理的？在什么地方处理的|车主说：修理厂|车主说：该换的都换了|技师说：什么时候的车，发动机是全铝的么|车主说：是的，|车主说：朗逸，1.6的|车主说：[图片]|车主说：就是这个故障|技师说：这个建议你到4S店处理，有个刷新软件的针对这个故障的|技师说：我们处理过|车主说：必须到4s店|技师说：是的，这个要在线刷发动机电脑程序的|车主说：就是什么东西都不要换…刷下电脑就行了|技师说：首先清洗积碳，然后在刷
Q799,别克,凯越,13年凯越 1.5 没怠速马达么,技师说：你好，是的这款车是电子节气门，发动机型号L2B发动机，跟我的车一样，我的也是13年五月份的凯越|车主说：怠速抖么|技师说：怠速抖可能是节气门积碳太多，或火花塞有问题
Q800,丰田,锐志,06锐志烧机油，能不能用修复液,技师说：朋友你好，如果烧的不严重就可以用这个|技师说：如果凉热车都烧那就不可以不|车主说：反正换机油后三百公里少了半厘米左右
Q801,大众,速腾,1.4T自动舒适速腾，二挡和倒档有抖动现象是怎么回事！二挡的时候轻踩油门，脚能感觉油踏扳在抖，车轻微的抖。倒车的时候不管有没有踩刹车都能感觉车在抖，没有以前平顺。(油都在中石化  加95#，机油全合成4s店保养),技师说：你好！车子现在多少公里，变速箱是不是7速干式的|车主说：1万1  是的|技师说：这个你需要到4s店去检查一下，这款变速箱有你说的那种情况，可以去看一下有没有故障代码，|车主说：好的！|技师说：1万多公里应该没有什么问题去做个基础设置然后试个车应该就可以了|车主说：这么简单|技师说：看着简单做起来就没那么简单了，这个需要电脑在一起试车操作的，还有就是要确定你说的那个抖动是不是在正常范围内|车主说：好的！谢谢|技师说：不客气
Q802,雷克萨斯,雷克萨斯IS,大师们  车子往驾驶室一边倾斜  避震也换新的了 还是没用,技师说：您好，摆臂有没有更换？|车主说：摆臂也有影响吗|技师说：您好，是的，摆臂也有影响|技师说：您看看有没有开裂|车主说：上面还是下面|技师说：上面下面都要看看看，下面的摆臂圆胶也要检查|车主说：圆胶是什么|技师说：摆臂上面的一个圆胶，升高就可以看到了|车主说：是不是固定螺丝的那个|技师说：嗯嗯，是的|车主说：[图片]|车主说：这个吗|技师说：这是上摆臂球头|车主说：那大师您说的是哪个|技师说：需要升高车子才可以看到，您的这个高低不平跟上摆臂也是有关系的|车主说：要去升降机吗|技师说：对啊|车主说：那我知道了  谢了  大师|技师说：不客气，希望可以帮到您
Q803,福特,福克斯,这个发动机机脚要需要换了吗？？是不是坏了？？,技师说：你好！看图片里的需要更换了。还有你这个是换过一次的吧|车主说：是的，换过一次了|车主说：这个不换对发动机有伤害吗？？|技师说：那你在换一个吧，换个配件质量好点的|车主说：嗯，福克斯的这个是通病，开个几万公里就坏|技师说：对发动机没有什么影响，只是过不平路面是有响声，最坏的就是断裂|技师说：恩|技师说：我自己的也是|技师说：我的还没有换|车主说：嗯。好的
Q804,比亚迪,速锐,老款五菱的油箱能用管子抽出汽油吗,技师说：你好，可以的
Q805,日产,轩逸,10轩逸3。8万公里，年审尾气超2百多，如何处理？,技师说：清洗节气门三元催化进气道
Q806,五菱汽车,五菱之光,请问大师们，这个机头的正时皮带是不是这样对？,技师说：你好，就图片上的看不清啊，链条上有三个记号，两个凸轮轴轮和曲轴轮也都有记号，分别对应就行了|车主说：链条就是有3点白色的几号|车主说：[图片]|技师说：就是那三个记号，对应三个轮上的记号就行了
Q807,大众,朗逸,朗逸左右轴有些漏油正常吗，去4s店师傅说这是正常现像,技师说：你好车主。 没事。 所有车都是这样的。 放心吧|车主说：但去滴滴驿站保养，保养师傅说这是漏油找4s店修|技师说：这不是漏油。 里面有黄油。   跑一段时间都会这样的|车主说：好的|技师说：嗯|车主说：那修理师傅也是说只要不是旁边漏油就行|技师说：不是旁边漏油|车主说：不是|技师说：一看就是黄油|车主说：好的|技师说：放心跑吧。 没事的
Q808,本田,杰德,今天下午加油，柠开油箱盖之后听到想是轮胎跑气的声音。,技师说：你好！那个是油箱里的气体流动的声音，汽油挥发产生的|车主说：影响行车安全吗|技师说：不影响那个是正常的现象|技师说：燃油挥发产生的气体|车主说：我原来的凯越五年了怎么没发现这样的情况|技师说：都有的，燃油挥发产生的气体，你开油箱盖时气体会从里面出来|技师说：天气热的时候还会明显点
Q809,比亚迪,比亚迪F3,比亚迪f3换空调膨胀伐需要拆中控吗,技师说：你好车主。 不需要拆|车主说：谢谢|技师说：不用客气
Q810,哈弗,哈弗H6,速度提不起来，两千转以上踩不踩油门都一样，挂4档油门踩到底也跑不到80迈,技师说：你好，你的车公里数多少。有没有故障码呢。|车主说：[图片]|车主说：今天早晨开出来直接上不了60迈了|技师说：是那款发动机呢，有没有维修过什么地方|车主说：没有维修过|技师说：这个里程可以更换汽油滤芯清洗节气门后试车看看怎么样。可以检查一下火花塞和点火线圈是否正常。|车主说：[图片]|车主说：早晨跑了下味道很大|技师说：机油什么时候更换的。火花塞到更换里程了。|车主说：火花塞昨天换了，还是不行|技师说：最好用电脑读取故障码和数据流看一下喷油嘴和氧传感器还有水温传感器数据。|车主说：机油是48000的时候换了|技师说：这款车必须要更换原厂型号的火花塞|车主说：必须原厂？|车主说：4s维修离这有200公里|技师说：[图片]|车主说：会不会和卧龙增压器有关系|技师说：火花塞不正确就是这个问题。涡轮增压不容易损坏的。先确定火花塞|车主说：这个火花塞一般店里是不是没有卖的|技师说：这个型号的火花塞不好找，专门卖火花塞的店铺应该有货的。|车主说：你的那个一二三款是从上到下？|技师说：那个照片是告诉你你有三款型号。但是厂家的批次不同配套型号也不同的。只能参照你原车旧的型号来确定。|技师说：文字描述是从下到上|车主说：[图片]|车主说：这个故障码是什么意思|技师说：这个故障码没有进入电脑吧，重新更换一个系统读取一下
Q811,日产,日产D22,郑州日产帅客，原因是没有办法控制鼓风机风量大小，车子启动一直是风量最大档，换了控制面板跟一个盒子还是老样子，请教大师这是哪里的故障，在线等,技师说：鼓风机电阻也换了吗？|车主说：在哪个地方|技师说：副驾驶鼓风机壳体上，两个螺丝固定的，一个插头，一般风量只有高速挡，就是鼓风机电阻有问题。|车主说：[图片]|车主说：[图片]|车主说：这个吗|技师说：是的|车主说：那我换了试试|技师说：能不能看到有烧坏的，|技师说：有的电阻带保险丝的，先连一下试试能不能用|车主说：[图片]|车主说：不知道保险丝在哪|技师说：换一个吧，不贵|车主说：好的|车主说：应该是没用了|技师说：有问题在联系我|车主说：好的|技师说：电阻更换了吗|技师说：在吗
Q812,大众,桑塔纳志俊,现在汽配店里面那些查车架号查配件都是什么软件啊？要怎样才可以安装到           除了汽修宝！,技师说：你好朋友，大众车，都是使用ETKA系统。我是4s的！有问题可以追问我|车主说：这个系统可以买到嘛 谢谢|技师说：可以的！淘宝很便宜的|技师说：有问题可以追问我，
Q813,宝马,宝马3系,宝马320i 空调鼓风机开最大的风鼓风机转的很慢。调节器也换了还是一样,技师说：风机直接给线转速快吗   。  先测试一下风机电阻输出电压有没有变化|车主说：有时候快 转不了5秒钟就又慢了|技师说：风机直接给线也会出现慢转的话可以确定风机有问题了 。    先测试一下风机电阻的输出电压，挨个档位的开   看看输出电压是不是都正常。|车主说：风机直接給12v电转的很快|技师说：那风机电阻输出的电压测试一下|车主说：怎么测  我新手|车主说：[图片]|技师说：万用表调到直流20V档   把风机上的插头拔掉     万用表针扎到插头上   然后调节档位开关   看看最高档电压有没有12V|车主说：没有|技师说：电压是多少|车主说：1.45|技师说：你换的是哪个调节器   是不是空调控制面板上的？   你给他换个风机电阻应该可以解决问题了    风机电阻是控制往风机输出的电压    你这是风机电阻没有电压输出。|车主说：[图片]|车主说：[图片]|车主说：换了个这个|技师说：第一张看不清   重新拍一下|车主说：[图片]|技师说：上边那个宽的插口   你量一下插头那一端是不是通电正常。    一根是负极   其他是正极   你给空调开关挨个档位打开   看看是不是每根都通电|技师说：[图片]|技师说：这是风机电阻|车主说：这个是在什么位置|技师说：这款车我记不清了   一般都在鼓风机附近   顺着鼓风机的线可以找到   一般外面都只露一个插口
Q814,吉利汽车,自由舰,自由舰前大灯里面有个蓝色的雾灯灯条那个不亮了可以更换灯泡么？,技师说：你好，这个是可以更换的，希望我的解答能够帮到您|车主说：图里面的蓝条雾灯可以换？|技师说：这个是车辆的示宽灯|车主说：里面是是什么样的灯泡？|技师说：具体型号我给忘记了，也是普通的卤素灯泡的。|车主说：哦  一般更换得多少钱呀|技师说：普通灯泡，几块钱就可以解决了。最多十元|车主说：哦谢谢了|技师说：不客气，感谢你对汽车大师的支持与关注。祝你生活愉快！
Q815,本田,锋范经典,我这车怠速正常吗？谢谢,技师说：你好，这是热车时的怠速吗？如果是那就是正常的|车主说：是的，热车|技师说：那就是正常的
Q816,大众,速腾,您好，我一年的新车，速腾，刚跑7000公里。。今天突然发现四个轮胎胎面上出现多处细小裂纹。。请问轮胎还可以正常使用吗？谢谢,技师说：你好，有图片吗？|车主说：你好，图片看不出来的。。。就仔细瞅轮胎才能看出来的|技师说：就是胎面上有些吗？|技师说：如果是的话，只要不是很深就没关系的|车主说：对的。。。就是胎面上。。。不怎么明显。。用手一掰就明显了|技师说：深吗|车主说：您好，这是我刚下去照的|车主说：[图片]|车主说：[图片]|技师说：不好意思，刚刚有事去了。这个没问题的，放心用。|车主说：关键是才一年7000公里而已啊。。。|技师说：轮胎确实不怎么样，但是用没关系|车主说：恩  好吧，谢谢。。速腾的轮胎应该是锦湖轮胎。。。。哪我的这条轮胎还可以使用几年就要更换呢|技师说：这个不好说，反正这种情况没问题
Q817,一汽,夏利,你好，我的车是09年的夏利N3+，跑了六万八千公里，自从换了电瓶后，出现开始起动时怠速高，到三千五百转，行驶时，减速换档后给不上油，这个毛病不是持续的，请问是哪的问题,技师说：你好，这个和换电瓶没有多大的关系，检测汽油泵压力，缸线跳火如何|车主说：谢谢|技师说：不客气，如有其他问题欢迎随时咨询，祝您用车愉快
Q818,雪佛兰,科鲁兹,科鲁兹1.8的对正时需要专用工具吗,技师说：是的，要专用工具，主要是要卡住皮带轮和凸轮轴，凸轮轴和皮带轮是没有定位销的，对错会顶坏气门，|车主说：皮带轮怎么卡呀|技师说：有两个带反齿的并在一起卡住|技师说：一套正时工具都带的|车主说：嗯啊
Q819,大众,桑塔纳,上汽大众新桑塔纳，开空调散热风扇要转，又有氟利昂，就是压缩机不工作。没电去压缩机，保脸丝没烧。叫讲是继电器问题，打开一看继电器只有4个继电器。哪一个是空调继电器?,技师说：你好，把图片发过来，我告诉你|车主说：车开出去|技师说：不是一共四个继电器吗，你可以用线短接继电器30和87号脚，压缩机工作了，那就是压缩机继电器
Q820,大众,朗逸,大众途光1.8T保养4升机油够吗？,技师说：你好，如果是途观车型的话，这种车型是需要4.3升机油的，希望我的解答能够帮到您|车主说：只有1.8T|技师说：什么只有1.8T？|车主说：排量呀！|技师说：嗯嗯，是途观吗？|车主说：是的|技师说：哦哦，这个车型就是需要4.3升左右的。|车主说：谢谢你|技师说：不客气，感谢你对汽车大师的支持与关注。祝你生活愉快！
Q821,别克,别克GL8,我的车是05年的跑着突然亮这个灯，什么问题，修理厂也不知道,技师说：这个是因为防冻液缺少。所以它会亮这个灯。
